file	scenario	workflow	method	feature_type	tile_size	distance	ndim	seed	filename	resolution	rds_file	clustering_file	long_method	snn_file	n_clusters
11	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.1_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.1_metrics.tsv	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.1.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
12	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.1_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.1_metrics.tsv	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.1.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
13	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.15_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.15_metrics.tsv	0.15	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.15_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.15.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
14	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.15_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.15_metrics.tsv	0.15	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.15_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.15.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
15	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.15_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.15_metrics.tsv	0.15	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.15_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.15.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
16	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.15_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.15_metrics.tsv	0.15	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.15_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.15.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
17	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.15_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.15_metrics.tsv	0.15	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.15_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.15.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
18	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.15_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.15_metrics.tsv	0.15	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.15_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.15.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	10
19	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.2_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.2_metrics.tsv	0.2	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.2_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.2.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11
20	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.2_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.2_metrics.tsv	0.2	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.2_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.2.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11
21	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.2_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.2_metrics.tsv	0.2	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.2_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.2.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11
22	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.2_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.2_metrics.tsv	0.2	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.2_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.2.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11
23	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.2_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.2_metrics.tsv	0.2	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.2_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.2.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11
24	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.2_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.2_metrics.tsv	0.2	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.2_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.2.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11
25	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.25_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.25_metrics.tsv	0.25	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.25_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.25.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12
26	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.25_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.25_metrics.tsv	0.25	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.25_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.25.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12
27	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.25_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.25_metrics.tsv	0.25	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.25_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.25.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12
28	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.25_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.25_metrics.tsv	0.25	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.25_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.25.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12
29	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.25_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.25_metrics.tsv	0.25	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.25_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.25.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12
30	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.25_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.25_metrics.tsv	0.25	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.25_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.25.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12
31	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.3_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.3_metrics.tsv	0.3	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.3_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.3.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	13
32	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.3_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.3_metrics.tsv	0.3	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.3_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.3.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	13
33	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.3_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.3_metrics.tsv	0.3	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.3_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.3.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	13
34	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.3_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.3_metrics.tsv	0.3	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.3_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.3.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	13
35	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.3_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.3_metrics.tsv	0.3	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.3_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.3.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	13
36	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.3_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.3_metrics.tsv	0.3	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.3_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.3.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	13
37	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.35_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.35_metrics.tsv	0.35	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.35_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.35.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	16
38	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.35_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.35_metrics.tsv	0.35	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.35_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.35.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	17
39	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.35_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.35_metrics.tsv	0.35	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.35_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.35.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	17
40	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.35_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.35_metrics.tsv	0.35	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.35_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.35.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	16
41	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.35_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.35_metrics.tsv	0.35	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.35_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.35.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	17
42	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.35_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.35_metrics.tsv	0.35	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.35_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.35.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	17
43	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.45_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.45_metrics.tsv	0.45	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.45_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.45.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	20
44	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.45_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.45_metrics.tsv	0.45	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.45_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.45.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	19
45	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.45_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.45_metrics.tsv	0.45	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.45_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.45.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	20
46	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.45_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.45_metrics.tsv	0.45	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.45_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.45.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	20
47	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.45_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.45_metrics.tsv	0.45	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.45_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.45.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	20
48	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.45_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.45_metrics.tsv	0.45	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.45_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.45.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	20
49	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.5_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.5_metrics.tsv	0.5	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.5_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.5.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	21
50	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.5_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.5_metrics.tsv	0.5	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.5_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.5.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	21
51	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.5_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.5_metrics.tsv	0.5	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.5_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.5.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	21
52	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.5_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.5_metrics.tsv	0.5	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.5_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.5.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	21
53	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.5_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.5_metrics.tsv	0.5	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.5_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.5.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	21
54	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.5_metrics.tsv	candidate1	evaluation	Signac	by_cluster_peaks	0	default	15	197	r0.5_metrics.tsv	0.5	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.5_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.5.tsv	Signac_by_cluster_peaks	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	21
55	candidate1/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.05_metrics.tsv	candidate1	evaluation	Signac	all_cell_peaks	0	default	15	0	r0.05_metrics.tsv	0.05	candidate1/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.05_evaluation.RDS	candidate1/clustering/Signac/all_cell_peaks/0/default/15/seed0/r0.05.tsv	Signac_all_cell_peaks	candidate1/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	10
56	candidate1/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.05_metrics.tsv	candidate1	evaluation	Signac	all_cell_peaks	0	default	15	2	r0.05_metrics.tsv	0.05	candidate1/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.05_evaluation.RDS	candidate1/clustering/Signac/all_cell_peaks/0/default/15/seed2/r0.05.tsv	Signac_all_cell_peaks	candidate1/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	10
