file	scenario	workflow	method	feature_type	tile_size	distance	ndim	seed	filename	resolution	rds_file	clustering_file	long_method	snn_file	n_clusters	dataset	dataset2	k_optimal
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.15.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.15.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.15.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.15.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.15.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.2.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.2.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.2.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.2.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.2.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	0	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.3.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	2	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.3.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	5	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.3.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	42	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.3.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	by_cluster_peaks	0	default	15	123	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.3.tsv	Signac_by_cluster_peaks	Cell_line_mixing/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.05_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	0	r0.05_metrics.tsv	0.05	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.05_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed0/r0.05.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	10	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.05_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	2	r0.05_metrics.tsv	0.05	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.05_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed2/r0.05.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	10	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.05_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	5	r0.05_metrics.tsv	0.05	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.05_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed5/r0.05.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	10	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.05_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	42	r0.05_metrics.tsv	0.05	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.05_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed42/r0.05.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	10	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.05_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	123	r0.05_metrics.tsv	0.05	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.05_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed123/r0.05.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	10	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.1_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	0	r0.1_metrics.tsv	0.1	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.1_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed0/r0.1.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.1_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	2	r0.1_metrics.tsv	0.1	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.1_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed2/r0.1.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.1_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	5	r0.1_metrics.tsv	0.1	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.1_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed5/r0.1.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.1_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	42	r0.1_metrics.tsv	0.1	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.1_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed42/r0.1.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.1_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	123	r0.1_metrics.tsv	0.1	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.1_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed123/r0.1.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	0	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed0/r0.15.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	2	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed2/r0.15.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	5	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed5/r0.15.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	42	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed42/r0.15.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.15_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	123	r0.15_metrics.tsv	0.15	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.15_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed123/r0.15.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	0	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed0/r0.2.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	2	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed2/r0.2.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	5	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed5/r0.2.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	42	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed42/r0.2.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.2_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	123	r0.2_metrics.tsv	0.2	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed123/r0.2_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed123/r0.2.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	11	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	0	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed0/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed0/r0.3.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	2	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed2/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed2/r0.3.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	5	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed5/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed5/r0.3.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.3_metrics.tsv	Cell_line_mixing	evaluation	Signac	all_cell_peaks	0	default	15	42	r0.3_metrics.tsv	0.3	Cell_line_mixing/evaluation/Signac/all_cell_peaks/0/default/15/seed42/r0.3_evaluation.RDS	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/seed42/r0.3.tsv	Signac_all_cell_peaks	Cell_line_mixing/clustering/Signac/all_cell_peaks/0/default/15/sobj_SNN.RDS	12	Cell line	Cell_line_mixing	10
