n_clusters	metric	value	method	long_method	feature_type	tile_size	distance	ndim	resolution	rds_file	clustering_file	snn_file	seed
34	10	AW2	0.996269131099873	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	42
35	10	AV2	0.884481351678146	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	42
36	10	ARI2	0.937053028330321	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed42/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed42/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	42
37	10	ARI	0.952473236452025	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
38	10	AMI	0.940768041294419	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
39	10	MI	2.23210978348401	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
40	10	VI	0.148725870850958	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
41	10	AW	0.997455758803686	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
42	10	AV	0.911372818880467	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
43	10	AW2	0.996269131099873	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
44	10	AV2	0.884481351678146	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
45	10	ARI2	0.937053028330321	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed123/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed123/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	123
46	10	ARI	0.952473236452025	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
47	10	AMI	0.940768041294419	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
48	10	MI	2.23210978348401	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
49	10	VI	0.148725870850958	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
50	10	AW	0.997455758803686	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
51	10	AV	0.911372818880467	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
52	10	AW2	0.996269131099873	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
53	10	AV2	0.884481351678146	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
54	10	ARI2	0.937053028330321	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.05	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed197/r0.05_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed197/r0.05.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	197
55	10	ARI	0.952473236452025	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
56	10	AMI	0.940768041294419	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
57	10	MI	2.23210978348401	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
58	10	VI	0.148725870850958	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
59	10	AW	0.997455758803686	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
60	10	AV	0.911372818880467	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
61	10	AW2	0.996269131099873	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
62	10	AV2	0.884481351678146	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
63	10	ARI2	0.937053028330321	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed0/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed0/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	0
64	10	ARI	0.952473236452025	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
65	10	AMI	0.940768041294419	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
66	10	MI	2.23210978348401	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
67	10	VI	0.148725870850958	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
68	10	AW	0.997455758803686	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
69	10	AV	0.911372818880467	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
70	10	AW2	0.996269131099873	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
71	10	AV2	0.884481351678146	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
72	10	ARI2	0.937053028330321	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed2/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed2/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	2
73	10	ARI	0.952473236452025	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	5
74	10	AMI	0.940768041294419	Signac	Signac_by_cluster_peaks	by_cluster_peaks	0	default	15	0.1	candidate1/evaluation/Signac/by_cluster_peaks/0/default/15/seed5/r0.1_evaluation.RDS	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/seed5/r0.1.tsv	candidate1/clustering/Signac/by_cluster_peaks/0/default/15/sobj_SNN.RDS	5
